Campaign,Channel,Date,Region,Sales Rep,AVG Deal Size,Clicks,Conversion Rate,Conversions,CPC,CTR,Impressions,Revenue,ROAS,Spend
Campaign B,Facebook Ads,1/26/2023,Europe,Alice,110.014410377,1320,0.321212121,424,0.114863636,0.123203285,10714,46646.11,307.651431210,151.62
Campaign D,LinkedIn,12/21/2023,APAC,Bob,110.014415584,569,0.135325132,77,0.393479789,0.027303263,20840,8471.11,37.836035553,223.89
Campaign A,LinkedIn,11/2/2023,LATAM,Frank,110.014439834,2459,0.098007320,241,0.399133794,0.069473089,35395,26513.48,27.014050353,981.47
Campaign D,Google Ads,1/13/2023,APAC,Frank,110.0144,57,0.877192982,50,32.061754386,0.001800720,31654,5500.72,3.009936964,1827.52
Campaign E,Organic,11/12/2023,North America,Alice,110.014454545,2575,0.042718447,110,0.436322330,0.095799695,26879,12101.59,10.771043052,1123.53
Campaign A,Email,11/9/2023,North America,Diana,110.014428571,2069,0.202996617,420,0.505480909,0.121734526,16996,46206.06,44.180811596,1045.84
Campaign E,Facebook Ads,2/5/2023,North America,Alice,110.014417808,544,0.536764706,292,0.552205882,0.014030744,38772,32124.21,106.938115846,300.4
Campaign B,Google Ads,6/22/2023,LATAM,Diana,110.014436090,1679,0.158427635,266,0.802787373,0.060478352,27762,29263.84,21.711012850,1347.88
Campaign A,Google Ads,1/20/2023,Europe,Diana,110.014444444,2930,0.061433447,180,0.567235495,0.205138976,14283,19802.6,11.914921781,1662
Campaign E,Facebook Ads,11/17/2023,LATAM,Carlos,110.014411765,1112,0.152877698,170,0.739928058,0.027511133,40420,18702.45,22.730250365,822.8
Campaign B,Email,9/21/2023,LATAM,Frank,110.014429530,2690,0.055390335,149,0.585003717,0.130874769,20554,16392.15,10.416576643,1573.66
Campaign D,Google Ads,5/22/2023,Europe,Eva,110.014431138,236,1.415254237,334,8.188601695,0.011122108,21219,36744.82,19.014038737,1932.51
Campaign B,Google Ads,5/23/2023,APAC,Diana,110.014411765,2851,0.131182041,374,0.170873378,0.079373034,35919,41145.39,84.459705230,487.16
Campaign C,Organic,4/2/2023,North America,Carlos,110.014425087,1927,0.148936170,287,0.567893098,0.184773228,10429,31574.14,28.852485082,1094.33
Campaign B,Email,12/20/2023,APAC,Frank,110.014482759,2190,0.026484018,58,0.294776256,0.045777592,47840,6380.84,9.884193568,645.56
Campaign B,Google Ads,11/18/2023,North America,Eva,110.014395604,135,1.348148148,182,11.899407407,0.002954371,45695,20022.62,12.464125198,1606.42
Campaign C,Email,10/15/2023,LATAM,Diana,110.014420804,186,2.274193548,423,6.437795699,0.004573058,40673,46536.1,38.863315601,1197.43
Campaign E,Facebook Ads,8/3/2023,North America,Diana,110.014435484,2518,0.098490866,248,0.518550437,0.124542487,20218,27283.58,20.895589373,1305.71
Campaign E,LinkedIn,12/8/2023,LATAM,Alice,110.014434783,2171,0.158912943,345,0.744375864,0.161388641,13452,37954.98,23.486411227,1616.04
Campaign B,Google Ads,2/20/2023,APAC,Alice,110.014427481,1686,0.077698695,131,0.505539739,0.033733493,49980,14411.89,16.908616280,852.34
Campaign C,Organic,6/2/2023,LATAM,Frank,110.014430993,2268,0.182098765,413,0.810701058,0.113678512,19951,45435.96,24.711318507,1838.67
Campaign C,Facebook Ads,7/5/2023,APAC,Eva,110.014423077,1801,0.230982787,416,0.617851194,0.780667534,2307,45766,41.128735116,1112.75
Campaign D,Email,3/4/2023,Europe,Diana,110.014420485,2267,0.163652404,371,0.176493163,0.143010346,15852,40815.35,102.010322161,400.11
Campaign E,Facebook Ads,7/9/2023,Europe,Frank,110.014436364,1837,0.149700599,275,0.774202504,0.070028972,26232,30253.97,21.272505467,1422.21
Campaign A,Google Ads,5/5/2023,Europe,Frank,110.014411765,921,0.147665581,136,1.745059718,0.025282750,36428,14961.96,9.309333001,1607.2
Campaign E,Email,5/30/2023,LATAM,Bob,110.014432990,2419,0.040099215,97,0.290140554,0.054764438,44171,10671.4,15.204673363,701.85
Campaign E,LinkedIn,11/10/2023,Europe,Alice,110.014412533,2553,0.150019585,383,0.677101449,0.092887029,27485,42135.52,24.374953721,1728.64
Campaign D,Facebook Ads,2/27/2023,North America,Eva,110.014415584,993,0.077542800,77,1.834511581,0.088360918,11238,8471.11,4.650189112,1821.67
Campaign A,Google Ads,12/8/2023,APAC,Diana,110.014409639,1676,0.247613365,415,0.373579952,0.041926204,39975,45655.98,72.918897336,626.12
Campaign D,Organic,11/1/2023,APAC,Frank,110.014420290,2887,0.143401455,414,0.681915483,1.349065421,2140,45545.97,23.135166024,1968.69
Campaign A,Email,6/29/2023,North America,Diana,110.014422604,2710,0.150184502,407,0.135553506,0.104868044,25842,44775.87,121.888852593,367.35
Campaign B,Facebook Ads,6/19/2023,LATAM,Bob,110.014404762,2986,0.084393838,252,0.162032820,0.108894643,27421,27723.63,57.300353430,483.83
Campaign A,Facebook Ads,11/22/2023,LATAM,Eva,110.014431818,398,0.884422111,352,1.130728643,0.146971935,2708,38725.08,86.049996667,450.03
Campaign D,LinkedIn,9/28/2023,APAC,Frank,110.014404332,1726,0.160486674,277,1.042050985,0.372786177,4630,30473.99,16.943360874,1798.58
Campaign E,LinkedIn,2/23/2023,Europe,Diana,110.014468085,1246,0.037720706,47,1.077977528,0.060500121,20595,5170.68,3.849638167,1343.16
Campaign A,Organic,4/11/2023,LATAM,Alice,110.014409449,59,6.457627119,381,6.593220339,0.005137135,11485,41915.49,107.751902314,389
Campaign A,Organic,9/21/2023,LATAM,Bob,110.014444444,2837,0.015861826,45,0.330140994,0.096799509,29308,4950.65,5.285711235,936.61
Campaign C,Google Ads,2/22/2023,North America,Eva,110.014425287,1511,0.115155526,174,0.839887492,0.032999192,45789,19142.51,15.083888202,1269.07
Campaign E,Google Ads,3/1/2023,North America,Bob,110.014429224,716,0.611731844,438,0.361145251,0.026434320,27086,48186.32,186.349756362,258.58
Campaign B,Organic,4/18/2023,Europe,Alice,110.014398148,2643,0.081725312,216,0.672186909,0.147992609,17859,23763.11,13.375686005,1776.59
Campaign D,Organic,1/5/2023,LATAM,Eva,110.014426559,1572,0.316157761,497,1.034891858,0.181022570,8684,54677.17,33.609226419,1626.85
Campaign B,Email,4/13/2023,LATAM,Bob,110.014418605,2226,0.077268643,172,0.476141060,0.083835493,26552,18922.48,17.853248922,1059.89
Campaign E,LinkedIn,7/15/2023,North America,Carlos,110.014418605,650,0.066153846,43,2.980830769,0.294517444,2207,4730.62,2.441559916,1937.54
Campaign A,Google Ads,9/19/2023,LATAM,Alice,110.014423592,2702,0.138045892,373,0.330773501,0.057368522,47099,41035.38,45.913711888,893.75
Campaign A,LinkedIn,12/31/2023,APAC,Alice,110.014417671,376,0.662234043,249,5.238856383,0.127027027,2960,27393.59,13.906716891,1969.81
Campaign E,LinkedIn,12/16/2023,North America,Alice,110.014451613,1029,0.150631681,155,1.330466472,0.660886320,1557,17052.24,12.455527556,1369.05
Campaign A,Organic,2/16/2023,Europe,Carlos,110.014434783,2501,0.045981607,115,0.522143143,0.081494998,30689,12651.66,9.688225564,1305.88
Campaign A,Email,12/21/2023,North America,Carlos,110.014421488,678,0.713864307,484,0.612551622,0.013655314,49651,53246.98,128.210204426,415.31
Campaign A,Facebook Ads,11/7/2023,LATAM,Diana,110.014431818,1679,0.262060750,440,1.057569982,0.112737528,14893,48406.35,27.261046597,1775.66
Campaign D,Email,11/4/2023,Europe,Frank,110.014509804,2815,0.018117229,51,0.324060391,0.084605674,33272,5610.74,6.150576061,912.23
Campaign D,Email,5/24/2023,North America,Bob,110.014477612,323,0.207430341,67,1.263900929,0.171625930,1882,7370.97,18.055482069,408.24
Campaign C,LinkedIn,9/26/2023,APAC,Diana,110.014410480,734,0.311989101,229,0.168869210,0.019050585,38529,25193.3,203.253731343,123.95
Campaign B,Email,5/4/2023,APAC,Bob,110.014432432,165,2.242424242,370,7.051757576,0.004162987,39635,40705.34,34.984048679,1163.54
Campaign E,Google Ads,4/16/2023,North America,Frank,110.014383562,910,0.080219780,73,1.211054945,0.029801867,30535,8031.05,7.287307406,1102.06
Campaign E,LinkedIn,6/7/2023,APAC,Carlos,110.014422442,2053,0.147588894,303,0.714452021,0.148027976,13869,33334.37,22.726378369,1466.77
Campaign E,Google Ads,5/27/2023,APAC,Frank,110.014426606,742,0.587601078,436,2.414407008,0.090864560,8166,47966.29,26.774522883,1791.49
Campaign C,Facebook Ads,5/25/2023,APAC,Carlos,110.014421769,1155,0.254545455,294,0.217203463,0.082606208,13982,32344.24,128.928289552,250.87
Campaign D,LinkedIn,4/30/2023,Europe,Frank,110.014433333,2421,0.123915737,300,0.615382074,0.058061731,41697,33004.33,22.152935886,1489.84
Campaign C,Facebook Ads,11/15/2023,APAC,Diana,110.014444444,2211,0.093622795,207,0.206277702,0.056525630,39115,22772.99,49.932007543,456.08
Campaign E,LinkedIn,10/2/2023,APAC,Eva,110.014461538,1842,0.035287731,65,0.939489685,0.222759705,8269,7150.94,4.132201509,1730.54
Campaign B,Organic,4/2/2023,APAC,Diana,110.014429224,203,2.157635468,438,8.158719212,0.006984586,29064,48186.32,29.094154158,1656.22
Campaign A,Email,2/27/2023,Europe,Bob,110.014417582,1950,0.233333333,455,0.578210256,0.134232808,14527,50056.56,44.395668331,1127.51
Campaign D,Organic,12/12/2023,North America,Diana,110.014409938,1477,0.218009479,322,0.981354096,0.427620151,3454,35424.64,24.439887958,1449.46
Campaign D,Facebook Ads,8/17/2023,LATAM,Alice,110.014433962,1339,0.237490665,318,0.520739358,0.061203035,21878,34984.59,50.173663000,697.27
Campaign C,Email,4/27/2023,APAC,Bob,110.014424242,364,0.453296703,165,2.734120879,0.026016725,13991,18152.38,18.239565121,995.22
Campaign D,LinkedIn,11/14/2023,North America,Frank,110.014417910,1114,0.300718133,335,1.491122083,0.292542017,3808,36854.83,22.186869021,1661.11
Campaign E,Email,10/6/2023,APAC,Bob,110.0145,154,0.129870130,20,6.315584416,0.003810938,40410,2200.29,2.262276373,972.6
Campaign E,Google Ads,5/7/2023,Europe,Eva,110.014415205,1974,0.173252280,342,0.395045593,0.052509776,37593,37624.93,48.248223949,779.82
Campaign C,Email,5/9/2023,North America,Carlos,110.014387755,1963,0.049923586,98,0.529291900,0.052621703,37304,10781.41,10.376717998,1039
Campaign E,Google Ads,2/27/2023,Europe,Frank,110.014415584,1266,0.243285940,308,1.322014218,0.040336456,31386,33884.44,20.245592022,1673.67
Campaign B,Email,5/2/2023,APAC,Bob,110.014436620,1474,0.096336499,142,0.499932157,0.030034436,49077,15622.05,21.199687882,736.9
Campaign C,Google Ads,1/1/2023,APAC,Frank,110.014415205,2451,0.139534884,342,0.175499796,0.510412328,4802,37624.93,87.469324654,430.15
Campaign B,Facebook Ads,8/27/2023,Europe,Frank,110.014523810,1822,0.023051592,42,0.797381998,0.061237522,29753,4620.61,3.180420283,1452.83
Campaign A,Organic,10/17/2023,LATAM,Frank,110.014427481,2010,0.065174129,131,0.830527363,0.091020242,22083,14411.89,8.633182777,1669.36
Campaign B,LinkedIn,4/6/2023,Europe,Carlos,110.014408602,2830,0.098586572,279,0.102901060,0.146223003,19354,30694.02,105.401668899,291.21
Campaign A,Email,5/6/2023,APAC,Diana,110.014404762,1653,0.101633394,168,0.336212946,0.071280724,23190,18482.42,33.256117749,555.76
Campaign A,Organic,4/28/2023,Europe,Frank,110.014429530,758,0.589709763,447,0.487796834,0.106132736,7142,49176.45,132.999188641,369.75
Campaign B,LinkedIn,2/17/2023,LATAM,Alice,110.014427245,700,0.461428571,323,1.087271429,0.023811144,29398,35534.66,46.689169481,761.09
Campaign C,LinkedIn,3/30/2023,Europe,Eva,110.014444444,2921,0.027730229,81,0.327172201,0.068148943,42862,8911.17,9.324526249,955.67
Campaign E,Google Ads,8/25/2023,LATAM,Carlos,110.014438202,996,0.178714859,178,1.528885542,0.029180827,34132,19582.57,12.859834381,1522.77
Campaign E,Facebook Ads,9/29/2023,LATAM,Bob,110.014424552,710,0.550704225,391,1.883352113,0.034629079,20503,43015.64,32.168922658,1337.18
Campaign A,Facebook Ads,7/8/2023,Europe,Carlos,110.014415584,2196,0.210382514,462,0.582768670,0.044403106,49456,50826.66,39.715774833,1279.76
Campaign A,Organic,7/11/2023,Europe,Bob,110.014419890,2685,0.134823091,362,0.286595903,0.075355730,35631,39825.22,51.753999298,769.51
Campaign C,Facebook Ads,3/10/2023,North America,Carlos,110.014430769,2379,0.136612022,325,0.714060530,0.135950626,17499,35754.69,21.047646799,1698.75
Campaign D,Email,10/5/2023,APAC,Bob,110.014421053,2500,0.152,380,0.39818,0.061196514,40852,41805.48,41.996564368,995.45
Campaign B,Facebook Ads,12/15/2023,LATAM,Frank,110.014421053,1182,0.080372250,95,1.658460237,0.131100266,9016,10451.37,5.331515584,1960.3
Campaign A,Organic,9/4/2023,North America,Diana,110.014421488,749,0.323097463,242,1.742149533,0.221335697,3384,26623.49,20.403174263,1304.87
Campaign E,Facebook Ads,3/17/2023,Europe,Bob,110.014402985,2296,0.116724739,268,0.148040070,0.142857143,16072,29483.86,86.742747867,339.9
Campaign C,Email,6/3/2023,APAC,Bob,110.014426230,2088,0.087643678,183,0.663189655,0.055380208,37703,20132.64,14.538931496,1384.74
Campaign B,Google Ads,5/24/2023,North America,Alice,110.014417671,2424,0.205445545,498,0.296080858,0.051689946,46895,54787.18,76.337160373,717.7
Campaign C,Organic,3/27/2023,LATAM,Bob,110.014412955,2251,0.219458019,494,0.623731675,0.145394652,15482,54347.12,38.708223530,1404.02
Campaign B,Google Ads,7/4/2023,North America,Alice,110.014413146,601,0.354409318,213,0.386555740,0.014478439,41510,23433.07,100.865487259,232.32
Campaign B,Google Ads,10/12/2023,LATAM,Eva,110.014415584,454,0.169603524,77,0.952136564,0.009092184,49933,8471.11,19.596802924,432.27
Campaign A,Google Ads,8/8/2023,Europe,Frank,110.014416244,511,0.771037182,394,3.377495108,0.022386752,22826,43345.68,25.114827047,1725.9
Campaign C,LinkedIn,3/10/2023,APAC,Alice,110.014414414,2229,0.049798116,111,0.238510543,0.638681948,3490,12211.6,22.969678730,531.64
Campaign C,LinkedIn,2/16/2023,APAC,Diana,110.014412607,2888,0.120844875,349,0.585311634,0.061326765,47092,38395.03,22.713845408,1690.38
Campaign E,Google Ads,4/4/2023,APAC,Frank,110.014414716,923,0.323943662,299,0.683228602,0.034806546,26518,32894.31,52.161856586,630.62
Campaign E,Organic,8/26/2023,Europe,Alice,110.014423592,133,2.804511278,373,9.935939850,0.005310441,25045,41035.38,31.052592548,1321.48
Campaign A,Email,7/23/2023,LATAM,Frank,110.014419643,1472,0.304347826,448,0.963919837,0.052740953,27910,49286.46,34.735927380,1418.89
Campaign A,Email,8/6/2023,Europe,Frank,110.014409722,2851,0.101017187,288,0.376723957,0.111515294,25566,31684.15,29.499972068,1074.04
Campaign D,Facebook Ads,12/7/2023,APAC,Frank,110.014425770,2725,0.131009174,357,0.249574312,0.078069045,34905,39275.15,57.749930156,680.09
Campaign E,Organic,2/8/2023,Europe,Eva,110.014408602,270,0.688888889,186,1.866740741,0.009607515,28103,20462.68,40.598944486,504.02
Campaign B,LinkedIn,4/10/2023,Europe,Diana,110.014390244,2650,0.015471698,41,0.061532075,0.071259546,37188,4510.59,27.662148902,163.06
Campaign C,Google Ads,10/16/2023,Europe,Carlos,110.014397163,1441,0.097848716,141,0.470159611,0.210518627,6845,15512.03,22.895985240,677.5
Campaign A,Facebook Ads,9/11/2023,LATAM,Carlos,110.014415205,161,2.124223602,342,8.329254658,0.007264687,22162,37624.93,28.057158410,1341.01
Campaign C,Email,8/10/2023,North America,Alice,110.0145,664,0.090361446,60,2.835512048,0.017624887,37674,6600.87,3.505916783,1882.78
Campaign C,LinkedIn,12/23/2023,North America,Frank,110.014397906,1631,0.117106070,191,1.076204782,0.080198653,20337,21012.75,11.971098793,1755.29
Campaign D,LinkedIn,1/23/2023,Europe,Alice,110.014434783,524,0.658396947,345,2.968549618,0.022476730,23313,37954.98,24.400187719,1555.52
Campaign E,Google Ads,9/7/2023,North America,Eva,110.014427481,2933,0.089328333,262,0.544851688,0.104963676,27943,28823.78,18.036844905,1598.05
Campaign A,Email,1/10/2023,North America,Eva,110.014432071,1963,0.228731533,449,0.694584819,0.146350555,13413,49396.48,36.228505211,1363.47
Campaign C,Organic,9/3/2023,Europe,Bob,110.014354839,320,0.19375,62,1.85796875,0.250783699,1276,6820.89,11.472357245,594.55
Campaign A,LinkedIn,11/21/2023,Europe,Eva,110.014414169,2518,0.145750596,367,0.724253376,0.135296330,18611,40375.29,22.139581174,1823.67
Campaign B,Google Ads,4/10/2023,APAC,Bob,110.014409449,1970,0.064467005,127,0.697659898,0.049121057,40105,13971.83,10.165840846,1374.39
Campaign D,Organic,10/17/2023,North America,Diana,110.014427083,2804,0.068473609,192,0.415420827,0.216625464,12944,21122.77,18.133623502,1164.84
Campaign B,Email,6/29/2023,LATAM,Alice,110.014401709,1440,0.1625,234,0.215888889,0.085176860,16906,25743.37,82.808060988,310.88
Campaign A,LinkedIn,8/11/2023,Europe,Diana,110.014418605,89,1.932584270,172,10.667528090,0.004132615,21536,18922.48,19.930778062,949.41
Campaign A,Organic,9/7/2023,APAC,Eva,110.014410377,2032,0.208661417,424,0.479665354,0.070531066,28810,46646.11,47.857871301,974.68
Campaign E,Organic,5/27/2023,LATAM,Diana,110.014406780,2286,0.051618548,118,0.762322835,0.171802194,13306,12981.7,7.449316279,1742.67
Campaign C,Organic,4/6/2023,North America,Diana,110.014414062,1043,0.245445829,256,1.091687440,0.090671999,11503,28163.69,24.734716282,1138.63
Campaign C,LinkedIn,9/14/2023,APAC,Diana,110.014414414,2062,0.053831232,111,0.399010669,0.101953028,20225,12211.6,14.842238320,822.76
Campaign B,LinkedIn,11/21/2023,Europe,Eva,110.014390244,2633,0.015571591,41,0.742848462,0.069333263,37976,4510.59,2.306121927,1955.92
Campaign D,Facebook Ads,1/4/2023,LATAM,Frank,110.014424779,339,1,339,0.915545723,0.026926132,12590,37294.89,120.162676805,310.37
Campaign C,Email,1/16/2023,Europe,Diana,110.014375,2530,0.037944664,96,0.356853755,0.212855460,11886,10561.38,11.697953126,902.84
Campaign E,Google Ads,10/7/2023,North America,Bob,110.014545455,2568,0.008566978,22,0.070035047,0.185201212,13866,2420.32,13.457436753,179.85
Campaign B,Organic,12/2/2023,LATAM,Eva,110.014413408,2725,0.131376147,358,0.552594495,1.305076628,2088,39385.16,26.155290805,1505.82
